counts
207
171
184
207
184
207
207
171
184
207
184
207
207
171
207
171
184
207
220
192
184
207
184
207
184
207
207
171
199
203
237
190
171
199
198
171
198
171
198
171
171
199
198
171
171
199
171
199
198
171
198
171
239
183
198
171
198
171
171
199
221
159
208
168
208
220
171
199
171
199
171
199
208
220
171
199
208
220
208
220
171
199
171
199
172
185
171
199
171
199
208
220
206
198
195
209
184
201
208
220
