counts
207
171
184
207
168
225
207
171
199
203
207
171
184
207
184
207
171
199
184
207
184
207
198
171
184
207
184
207
206
204
184
207
184
207
171
199
171
199
221
159
198
171
198
171
184
207
208
220
198
171
198
171
184
207
171
199
198
171
216
200
198
171
198
171
208
220
198
171
208
220
206
198
171
199
171
199
198
171
184
201
171
199
208
220
171
199
171
199
198
171
171
235
171
199
171
199
184
201
171
199
