counts
184
207
184
207
207
171
189
209
199
203
184
207
237
190
184
207
184
207
207
171
184
207
207
171
207
171
184
207
184
207
184
207
198
171
198
171
171
199
172
185
221
159
198
171
208
168
198
171
171
199
198
171
171
199
198
171
171
199
198
171
198
171
171
199
171
199
198
171
204
189
208
220
206
198
171
199
195
209
171
199
208
220
171
199
208
220
171
199
208
220
171
199
171
199
208
220
208
220
171
199
