counts
237
190
237
190
219
194
237
190
237
190
237
190
199
203
199
203
199
203
199
203
194
216
199
203
194
216
219
194
194
216
199
203
208
168
208
168
200
193
208
168
208
168
208
168
221
159
221
159
221
159
192
194
221
159
221
159
192
194
200
193
192
194
221
159
195
209
195
209
188
193
195
209
195
209
195
209
206
198
206
198
206
198
200
193
206
198
206
198
200
193
188
193
200
193
206
198
203
205
203
205
