counts
210
229
210
229
210
229
201
211
210
229
201
211
210
229
197
209
210
229
210
229
210
229
210
229
201
211
210
229
201
211
197
209
210
229
201
211
210
229
210
229
220
210
210
229
210
229
210
229
201
211
201
211
201
211
201
211
197
209
201
211
197
209
220
210
197
209
201
211
201
211
201
211
200
209
201
211
201
211
201
211
197
209
197
209
197
209
197
209
220
210
197
209
220
210
200
209
220
210
197
209
