counts
232
239
194
200
181
185
184
207
212
220
198
171
184
207
175
174
171
199
184
207
184
207
184
207
184
207
184
207
184
207
198
171
192
199
198
171
184
207
198
171
198
171
208
220
198
171
184
207
184
207
184
207
171
199
184
207
184
207
198
171
198
171
181
209
184
207
171
199
171
199
171
199
171
199
184
201
198
171
198
171
198
171
198
171
208
220
198
171
198
171
171
199
171
199
228
213
198
171
208
220
